ZIP,NUM_OF_EVS,NUM_OF_CHARGERS,EV_CHARGER_RATIO
34984,17.0,2.0,8.5
34987,12.0,0.0,inf
32565,9.0,0.0,inf
34229,49.0,0.0,inf
34233,38.0,13.0,2.923076923076923
34235,30.0,0.0,inf
34236,133.0,26.0,5.115384615384615
34237,13.0,0.0,inf
34239,55.0,2.0,27.5
34240,54.0,6.0,9.0
34241,59.0,0.0,inf
34242,110.0,0.0,inf
34286,16.0,1.0,16.0
34288,11.0,0.0,inf
34289,9.0,0.0,inf
34291,14.0,0.0,inf
34292,28.0,4.0,7.0
32730,10.0,0.0,inf
32732,23.0,0.0,inf
32766,56.0,0.0,inf
33513,11.0,1.0,11.0
33514,7.0,0.0,inf
33521,6.0,1.0,6.0
33538,6.0,0.0,inf
33585,6.0,0.0,inf
34484,9.0,1.0,9.0
32062,8.0,0.0,inf
32064,8.0,0.0,inf
32071,7.0,0.0,inf
32347,8.0,4.0,2.0
32348,10.0,2.0,5.0
32124,12.0,3.0,4.0
32130,11.0,0.0,inf
32132,14.0,0.0,inf
32141,21.0,3.0,7.0
32169,68.0,1.0,68.0
32176,43.0,1.0,43.0
32180,8.0,0.0,inf
32713,25.0,1.0,25.0
32744,12.0,0.0,inf
32759,9.0,0.0,inf
32764,9.0,0.0,inf
32355,6.0,0.0,inf
32433,11.0,1.0,11.0
32439,14.0,1.0,14.0
32459,34.0,3.0,11.333333333333334
32550,41.0,7.0,5.857142857142857
32427,7.0,0.0,inf
32463,6.0,0.0,inf
31513,17.0,0.0,inf
31518,7.0,0.0,inf
31539,9.0,0.0,inf
31555,9.0,0.0,inf
31557,7.0,0.0,inf
31563,6.0,0.0,inf
31624,7.0,0.0,inf
31635,9.0,0.0,inf
31642,7.0,0.0,inf
31650,7.0,0.0,inf
31510,10.0,0.0,inf
31551,6.0,0.0,inf
31554,6.0,0.0,inf
31721,38.0,1.0,38.0
39813,8.0,0.0,inf
39837,7.0,0.0,inf
39841,6.0,0.0,inf
39862,7.0,0.0,inf
39870,7.0,0.0,inf
31031,8.0,0.0,inf
31033,7.0,0.0,inf
31082,13.0,0.0,inf
31087,10.0,0.0,inf
30510,11.0,2.0,5.5
30511,7.0,0.0,inf
30521,17.0,0.0,inf
30529,11.0,3.0,3.6666666666666665
30530,10.0,0.0,inf
30543,8.0,0.0,inf
30547,7.0,0.0,inf
30554,9.0,0.0,inf
30558,9.0,0.0,inf
30633,11.0,0.0,inf
30011,16.0,0.0,inf
30517,36.0,7.0,5.142857142857143
30548,30.0,2.0,15.0
30620,12.0,1.0,12.0
30622,29.0,1.0,29.0
30656,14.0,0.0,inf
30666,18.0,0.0,inf
30103,12.0,3.0,4.0
30104,7.0,0.0,inf
30137,8.0,0.0,inf
30139,8.0,0.0,inf
30145,9.0,0.0,inf
30171,9.0,0.0,inf
30178,8.0,0.0,inf
30183,13.0,3.0,4.333333333333333
30184,12.0,1.0,12.0
31079,7.0,0.0,inf
31750,13.0,0.0,inf
31783,7.0,0.0,inf
31798,8.0,0.0,inf
31622,6.0,0.0,inf
31637,8.0,0.0,inf
31639,10.0,0.0,inf
31645,9.0,0.0,inf
31749,7.0,0.0,inf
31020,8.0,0.0,inf
31052,13.0,0.0,inf
31066,7.0,0.0,inf
31201,12.0,4.0,3.0
31211,16.0,0.0,inf
31216,24.0,0.0,inf
31217,11.0,0.0,inf
31220,27.0,0.0,inf
31012,7.0,0.0,inf
31014,11.0,1.0,11.0
31017,7.0,0.0,inf
31022,7.0,0.0,inf
31036,11.0,0.0,inf
31065,8.0,0.0,inf
31503,11.0,0.0,inf
31537,8.0,0.0,inf
31542,7.0,0.0,inf
31543,8.0,0.0,inf
31553,7.0,0.0,inf
31565,8.0,0.0,inf
31566,6.0,0.0,inf
31625,6.0,0.0,inf
31626,10.0,0.0,inf
31629,7.0,0.0,inf
31638,7.0,0.0,inf
31643,11.0,0.0,inf
31778,7.0,0.0,inf
31788,10.0,0.0,inf
31302,10.0,0.0,inf
31308,9.0,0.0,inf
31321,6.0,0.0,inf
30415,9.0,0.0,inf
30417,13.0,0.0,inf
30425,8.0,0.0,inf
30450,8.0,0.0,inf
30452,7.0,0.0,inf
30461,19.0,0.0,inf
30471,9.0,0.0,inf
30426,6.0,0.0,inf
30434,7.0,0.0,inf
30441,7.0,0.0,inf
30442,8.0,0.0,inf
30456,7.0,0.0,inf
30805,7.0,0.0,inf
30816,6.0,0.0,inf
30830,11.0,0.0,inf
30216,7.0,0.0,inf
30234,6.0,0.0,inf
31029,20.0,3.0,6.666666666666667
39840,13.0,0.0,inf
39842,9.0,0.0,inf
39846,8.0,0.0,inf
39866,7.0,0.0,inf
39886,9.0,0.0,inf
31547,6.0,1.0,6.0
31548,13.0,4.0,3.25
31558,26.0,2.0,13.0
31568,7.0,0.0,inf
31569,9.0,0.0,inf
30420,6.0,0.0,inf
30439,15.0,3.0,5.0
30451,6.0,0.0,inf
30108,11.0,0.0,inf
30110,13.0,2.0,6.5
30170,7.0,0.0,inf
30179,9.0,0.0,inf
30182,9.0,0.0,inf
30185,8.0,0.0,inf
30187,11.0,0.0,inf
30707,11.0,0.0,inf
30710,12.0,0.0,inf
30739,13.0,0.0,inf
30742,8.0,0.0,inf
30755,9.0,0.0,inf
31562,6.0,0.0,inf
31328,20.0,0.0,inf
31401,38.0,19.0,2.0
31407,11.0,1.0,11.0
31408,10.0,7.0,1.4285714285714286
31411,81.0,0.0,inf
31415,11.0,1.0,11.0
31805,7.0,0.0,inf
31905,9.0,17.0,0.5294117647058824
30105,8.0,0.0,inf
30730,7.0,0.0,inf
30731,8.0,0.0,inf
30747,11.0,0.0,inf
30753,7.0,0.0,inf
30107,18.0,0.0,inf
30607,12.0,0.0,inf
30646,9.0,0.0,inf
30683,14.0,0.0,inf
39823,8.0,0.0,inf
39824,8.0,0.0,inf
39836,6.0,0.0,inf
39851,7.0,0.0,inf
39854,6.0,0.0,inf
39867,6.0,0.0,inf
30273,19.0,0.0,inf
30288,11.0,0.0,inf
30337,17.0,36.0,0.4722222222222222
31630,6.0,0.0,inf
31631,6.0,0.0,inf
31634,12.0,2.0,6.0
31649,6.0,0.0,inf
30141,26.0,2.0,13.0
31512,8.0,0.0,inf
31519,8.0,0.0,inf
31533,20.0,0.0,inf
31535,10.0,0.0,inf
31567,6.0,0.0,inf
31722,6.0,0.0,inf
31738,7.0,0.0,inf
31744,8.0,0.0,inf
31747,6.0,0.0,inf
31756,6.0,0.0,inf
31765,8.0,0.0,inf
31771,9.0,0.0,inf
31773,8.0,0.0,inf
31775,6.0,0.0,inf
31784,6.0,0.0,inf
30802,11.0,0.0,inf
30814,10.0,0.0,inf
30824,13.0,3.0,4.333333333333333
31620,12.0,0.0,inf
31627,6.0,0.0,inf
31632,14.0,0.0,inf
31647,6.0,0.0,inf
30217,11.0,0.0,inf
30220,7.0,0.0,inf
30230,8.0,0.0,inf
30259,9.0,0.0,inf
30268,16.0,2.0,8.0
30276,17.0,0.0,inf
30289,6.0,0.0,inf
31008,14.0,0.0,inf
31016,7.0,0.0,inf
31030,17.0,0.0,inf
31078,7.0,0.0,inf
31015,27.0,4.0,6.75
31072,7.0,0.0,inf
31092,9.0,0.0,inf
31712,7.0,0.0,inf
31714,7.0,0.0,inf
30738,10.0,0.0,inf
30750,17.0,2.0,8.5
30752,10.0,2.0,5.0
30757,9.0,0.0,inf
30148,7.0,1.0,7.0
30536,13.0,0.0,inf
31730,10.0,0.0,inf
39815,7.0,0.0,inf
39817,10.0,0.0,inf
39819,11.0,0.0,inf
39825,7.0,0.0,inf
39834,7.0,0.0,inf
39897,8.0,0.0,inf
30002,31.0,1.0,31.0
30072,7.0,0.0,inf
30079,11.0,0.0,inf
30317,23.0,2.0,11.5
30326,44.0,40.0,1.1
30360,44.0,1.0,44.0
31011,6.0,0.0,inf
31023,12.0,0.0,inf
31037,7.0,0.0,inf
31060,7.0,0.0,inf
31077,7.0,0.0,inf
31007,7.0,0.0,inf
31051,6.0,0.0,inf
31063,4.0,0.0,inf
31070,6.0,0.0,inf
31071,7.0,0.0,inf
31091,7.0,0.0,inf
31701,14.0,1.0,14.0
31791,9.0,0.0,inf
39845,11.0,0.0,inf
39861,7.0,0.0,inf
31636,12.0,0.0,inf
31648,6.0,0.0,inf
30446,6.0,0.0,inf
31303,6.0,0.0,inf
31307,6.0,0.0,inf
31312,15.0,0.0,inf
31318,6.0,0.0,inf
31326,20.0,0.0,inf
31329,11.0,0.0,inf
30624,7.0,0.0,inf
30634,10.0,0.0,inf
30635,13.0,2.0,6.5
30662,11.0,0.0,inf
30401,10.0,0.0,inf
30436,10.0,1.0,10.0
30448,6.0,0.0,inf
30457,9.0,0.0,inf
30474,14.0,1.0,14.0
30477,7.0,0.0,inf
31002,6.0,0.0,inf
31049,7.0,0.0,inf
30423,6.0,0.0,inf
30453,10.0,2.0,5.0
30513,14.0,1.0,14.0
30522,7.0,0.0,inf
30541,7.0,0.0,inf
30555,7.0,0.0,inf
30559,5.0,0.0,inf
30560,11.0,1.0,11.0
30572,7.0,0.0,inf
30205,11.0,0.0,inf
30290,24.0,1.0,24.0
30124,8.0,0.0,inf
30147,8.0,0.0,inf
30173,8.0,0.0,inf
30733,7.0,0.0,inf
30516,7.0,0.0,inf
30520,7.0,0.0,inf
30538,7.0,0.0,inf
30553,10.0,2.0,5.0
30557,9.0,0.0,inf
30303,9.0,43.0,0.20930232558139536
30308,59.0,53.0,1.1132075471698113
30313,15.0,18.0,0.8333333333333334
30327,290.0,4.0,72.5
30363,15.0,11.0,1.3636363636363635
30175,11.0,0.0,inf
30540,14.0,0.0,inf
30803,6.0,0.0,inf
30810,7.0,0.0,inf
30820,7.0,0.0,inf
30823,7.0,0.0,inf
30828,9.0,0.0,inf
31520,13.0,2.0,6.5
31522,64.0,4.0,16.0
31523,25.0,0.0,inf
31527,9.0,6.0,1.5
30734,8.0,0.0,inf
30735,8.0,0.0,inf
30746,7.0,0.0,inf
31779,8.0,0.0,inf
39827,7.0,0.0,inf
39828,12.0,0.0,inf
30631,8.0,0.0,inf
30642,43.0,4.0,10.75
30650,17.0,3.0,5.666666666666667
30669,8.0,0.0,inf
30677,43.0,1.0,43.0
30678,7.0,0.0,inf
30523,19.0,1.0,19.0
30531,17.0,4.0,4.25
30535,16.0,0.0,inf
30563,12.0,0.0,inf
30571,13.0,3.0,4.333333333333333
30527,9.0,0.0,inf
30564,10.0,0.0,inf
30566,14.0,1.0,14.0
30567,8.0,0.0,inf
30575,8.0,0.0,inf
30113,6.0,0.0,inf
30153,12.0,0.0,inf
30176,10.0,0.0,inf
31804,10.0,0.0,inf
31807,8.0,0.0,inf
31808,12.0,0.0,inf
31811,12.0,0.0,inf
31820,24.0,1.0,24.0
31822,14.0,0.0,inf
31823,8.0,0.0,inf
31826,9.0,0.0,inf
31829,8.0,0.0,inf
31830,8.0,0.0,inf
31831,10.0,0.0,inf
31833,9.0,1.0,9.0
30643,15.0,0.0,inf
31005,19.0,0.0,inf
31025,7.0,0.0,inf
31028,15.0,0.0,inf
31047,17.0,0.0,inf
31069,20.0,2.0,10.0
31098,8.0,1.0,8.0
31733,7.0,0.0,inf
31774,9.0,0.0,inf
31790,7.0,0.0,inf
30565,8.0,0.0,inf
30055,8.0,0.0,inf
30056,7.0,0.0,inf
31038,7.0,0.0,inf
31064,9.0,0.0,inf
31085,7.0,0.0,inf
31532,6.0,0.0,inf
30413,6.0,0.0,inf
30818,6.0,0.0,inf
30833,9.0,0.0,inf
30455,6.0,0.0,inf
31089,7.0,0.0,inf
31096,8.0,0.0,inf
31032,15.0,1.0,15.0
31046,8.0,0.0,inf
30204,12.0,0.0,inf
30256,7.0,0.0,inf
30257,9.0,0.0,inf
30285,6.0,0.0,inf
30295,7.0,1.0,7.0
31097,7.0,0.0,inf
31641,7.0,0.0,inf
30411,7.0,0.0,inf
30428,9.0,0.0,inf
30454,6.0,0.0,inf
31009,7.0,0.0,inf
31019,7.0,0.0,inf
31027,9.0,0.0,inf
31042,7.0,0.0,inf
31075,6.0,0.0,inf
31743,6.0,0.0,inf
31764,7.0,0.0,inf
31787,8.0,0.0,inf
31301,10.0,0.0,inf
31309,6.0,0.0,inf
31315,7.0,0.0,inf
31316,9.0,0.0,inf
31320,11.0,1.0,11.0
31323,6.0,0.0,inf
30668,7.0,0.0,inf
30817,11.0,0.0,inf
30427,9.0,0.0,inf
31605,26.0,0.0,inf
31606,8.0,0.0,inf
30808,7.0,0.0,inf
31305,8.0,4.0,2.0
31331,12.0,1.0,12.0
31041,7.0,0.0,inf
31057,7.0,0.0,inf
31068,8.0,0.0,inf
31076,8.0,0.0,inf
31711,6.0,0.0,inf
31806,8.0,0.0,inf
30627,8.0,0.0,inf
30628,10.0,0.0,inf
30629,10.0,0.0,inf
31058,7.0,0.0,inf
31801,7.0,0.0,inf
31803,10.0,0.0,inf
31824,6.0,0.0,inf
30218,8.0,0.0,inf
30222,8.0,0.0,inf
30251,6.0,0.0,inf
30293,7.0,0.0,inf
31816,7.0,0.0,inf
39859,7.0,0.0,inf
31716,7.0,0.0,inf
30410,7.0,0.0,inf
30412,6.0,0.0,inf
30445,7.0,0.0,inf
30470,6.0,0.0,inf
30473,7.0,0.0,inf
30025,14.0,0.0,inf
30621,17.0,0.0,inf
30623,6.0,0.0,inf
30625,9.0,0.0,inf
30641,7.0,0.0,inf
30663,7.0,0.0,inf
30708,6.0,0.0,inf
30711,8.0,0.0,inf
31901,12.0,2.0,6.0
31903,14.0,0.0,inf
30054,16.0,1.0,16.0
30619,7.0,0.0,inf
30630,7.0,0.0,inf
30648,7.0,0.0,inf
30660,7.0,0.0,inf
30667,8.0,0.0,inf
30177,7.0,0.0,inf
31516,13.0,1.0,13.0
30206,8.0,0.0,inf
30258,7.0,0.0,inf
30292,10.0,0.0,inf
30525,13.0,5.0,2.6
30537,7.0,1.0,7.0
30552,9.0,0.0,inf
30562,6.0,0.0,inf
30568,8.0,2.0,4.0
30573,7.0,0.0,inf
30576,9.0,1.0,9.0
30901,10.0,4.0,2.5
30903,6.0,0.0,inf
30905,6.0,0.0,inf
31719,10.0,0.0,inf
30449,6.0,0.0,inf
30467,11.0,0.0,inf
31815,12.0,0.0,inf
31825,8.0,0.0,inf
31709,17.0,2.0,8.5
31735,7.0,0.0,inf
31780,8.0,1.0,8.0
31810,7.0,0.0,inf
31827,8.0,0.0,inf
31836,6.0,0.0,inf
30421,8.0,0.0,inf
31006,7.0,0.0,inf
31055,8.0,0.0,inf
31083,6.0,0.0,inf
31544,6.0,0.0,inf
31549,7.0,0.0,inf
39826,7.0,0.0,inf
39877,6.0,0.0,inf
39885,6.0,0.0,inf
31720,6.0,0.0,inf
31757,13.0,0.0,inf
31793,12.0,1.0,12.0
31795,7.0,0.0,inf
30546,14.0,0.0,inf
30582,8.0,1.0,8.0
31789,7.0,0.0,inf
31044,8.0,0.0,inf
30725,8.0,0.0,inf
30740,13.0,0.0,inf
31501,15.0,0.0,inf
31550,6.0,0.0,inf
30807,6.0,0.0,inf
30821,8.0,0.0,inf
31018,6.0,0.0,inf
31035,6.0,0.0,inf
31067,6.0,0.0,inf
31094,7.0,0.0,inf
31545,10.0,1.0,10.0
31546,9.0,0.0,inf
31560,7.0,0.0,inf
31832,6.0,0.0,inf
30545,7.0,2.0,3.5
30756,6.0,0.0,inf
31001,7.0,0.0,inf
30673,9.0,0.0,inf
31003,6.0,0.0,inf
31054,7.0,0.0,inf
31090,7.0,0.0,inf
31772,6.0,0.0,inf
31781,8.0,0.0,inf
31796,6.0,0.0,inf
96704,11.0,0.0,inf
96710,8.0,0.0,inf
96719,6.0,1.0,6.0
96725,7.0,0.0,inf
96726,6.0,0.0,inf
96727,0.0,0.0,
96728,7.0,0.0,inf
96737,7.0,0.0,inf
96738,21.0,3.0,7.0
96743,19.0,4.0,4.75
96749,0.0,1.0,0.0
96750,6.0,0.0,inf
96755,6.0,0.0,inf
96760,6.0,0.0,inf
96764,7.0,0.0,inf
96771,0.0,0.0,
96772,8.0,1.0,8.0
96773,6.0,0.0,inf
96776,8.0,0.0,inf
96777,12.0,0.0,inf
96778,0.0,3.0,0.0
96780,2.0,1.0,2.0
96781,4.0,0.0,inf
96783,8.0,0.0,inf
96785,12.0,0.0,inf
96712,32.0,1.0,32.0
96717,14.0,0.0,inf
96730,11.0,0.0,inf
96731,8.0,1.0,8.0
96762,17.0,3.0,5.666666666666667
96791,36.0,0.0,inf
96795,8.0,1.0,8.0
96813,119.0,31.0,3.838709677419355
96821,159.0,1.0,159.0
96825,182.0,3.0,60.666666666666664
96853,6.0,0.0,inf
96742,6.0,0.0,inf
96703,11.0,0.0,inf
96705,7.0,0.0,inf
96714,9.0,0.0,inf
96716,1.0,0.0,inf
96722,19.0,3.0,6.333333333333333
96741,10.0,0.0,inf
96747,6.0,0.0,inf
96752,8.0,0.0,inf
96754,17.0,0.0,inf
96756,12.0,4.0,3.0
96765,6.0,0.0,inf
96766,0.0,18.0,0.0
96796,6.0,0.0,inf
96708,37.0,3.0,12.333333333333334
96713,8.0,0.0,inf
96729,6.0,0.0,inf
96748,0.0,1.0,0.0
96757,11.0,0.0,inf
96761,33.0,11.0,3.0
96763,0.0,1.0,0.0
96768,25.0,3.0,8.333333333333334
96779,10.0,0.0,inf
96790,29.0,0.0,inf
83641,7.0,0.0,inf
83669,14.0,0.0,inf
83703,30.0,0.0,inf
83712,35.0,0.0,inf
83716,51.0,1.0,51.0
83547,6.0,0.0,inf
83612,7.0,0.0,inf
83632,6.0,0.0,inf
83638,16.0,0.0,inf
83643,7.0,0.0,inf
83654,8.0,0.0,inf
83204,22.0,0.0,inf
83214,6.0,0.0,inf
83234,7.0,0.0,inf
83245,8.0,0.0,inf
83246,7.0,0.0,inf
83250,7.0,0.0,inf
83281,6.0,0.0,inf
83220,6.0,0.0,inf
83223,6.0,0.0,inf
83239,6.0,0.0,inf
83254,8.0,0.0,inf
83261,6.0,0.0,inf
83272,6.0,0.0,inf
83276,8.0,0.0,inf
83287,7.0,0.0,inf
83824,6.0,0.0,inf
83830,7.0,0.0,inf
83833,9.0,0.0,inf
83851,7.0,0.0,inf
83861,9.0,0.0,inf
83866,6.0,0.0,inf
83870,6.0,0.0,inf
83876,8.0,0.0,inf
83203,6.0,0.0,inf
83210,7.0,0.0,inf
83211,8.0,0.0,inf
83218,6.0,0.0,inf
83236,7.0,0.0,inf
83262,7.0,0.0,inf
83274,12.0,0.0,inf
83277,6.0,0.0,inf
83313,11.0,2.0,5.5
83320,7.0,0.0,inf
83333,27.0,6.0,4.5
83340,33.0,0.0,inf
83348,7.0,0.0,inf
83353,17.0,2.0,8.5
83622,8.0,0.0,inf
83629,7.0,0.0,inf
83631,7.0,0.0,inf
83637,7.0,0.0,inf
83666,6.0,0.0,inf
83670,6.0,0.0,inf
83801,9.0,0.0,inf
83803,6.0,0.0,inf
83804,7.0,0.0,inf
83809,6.0,0.0,inf
83811,6.0,0.0,inf
83813,7.0,0.0,inf
83821,7.0,0.0,inf
83822,7.0,0.0,inf
83825,7.0,1.0,7.0
83836,8.0,0.0,inf
83840,6.0,0.0,inf
83841,7.0,0.0,inf
83848,6.0,0.0,inf
83852,6.0,0.0,inf
83856,10.0,0.0,inf
83860,15.0,0.0,inf
83864,24.0,2.0,12.0
83869,9.0,0.0,inf
83285,6.0,0.0,inf
83406,20.0,0.0,inf
83427,7.0,0.0,inf
83428,6.0,0.0,inf
83442,14.0,0.0,inf
83443,6.0,0.0,inf
83449,6.0,0.0,inf
83454,6.0,0.0,inf
83805,8.0,2.0,4.0
83845,7.0,0.0,inf
83847,7.0,0.0,inf
83213,7.0,1.0,7.0
83244,6.0,0.0,inf
83255,7.0,0.0,inf
83322,6.0,0.0,inf
83327,6.0,0.0,inf
83352,7.0,0.0,inf
83626,6.0,0.0,inf
83644,11.0,0.0,inf
83656,6.0,0.0,inf
83660,9.0,0.0,inf
83676,7.0,0.0,inf
83217,7.0,0.0,inf
83241,6.0,0.0,inf
83311,6.0,0.0,inf
83312,6.0,0.0,inf
83318,13.0,2.0,6.5
83323,7.0,0.0,inf
83342,7.0,0.0,inf
83344,7.0,0.0,inf
83346,7.0,0.0,inf
83350,10.0,0.0,inf
83423,6.0,0.0,inf
83435,6.0,0.0,inf
83446,6.0,0.0,inf
83520,6.0,0.0,inf
83537,7.0,0.0,inf
83541,7.0,0.0,inf
83544,10.0,0.0,inf
83546,6.0,0.0,inf
83553,6.0,0.0,inf
83827,6.0,0.0,inf
83226,7.0,0.0,inf
83251,7.0,0.0,inf
83278,7.0,0.0,inf
83623,6.0,0.0,inf
83624,7.0,0.0,inf
83627,6.0,0.0,inf
83633,6.0,0.0,inf
83648,5.0,1.0,5.0
83228,6.0,0.0,inf
83232,6.0,0.0,inf
83237,7.0,0.0,inf
83263,9.0,0.0,inf
83286,6.0,0.0,inf
83420,8.0,1.0,8.0
83425,6.0,0.0,inf
83429,10.0,0.0,inf
83436,7.0,0.0,inf
83445,9.0,0.0,inf
83448,9.0,0.0,inf
83451,6.0,0.0,inf
83617,12.0,0.0,inf
83655,7.0,0.0,inf
83657,6.0,0.0,inf
83314,7.0,0.0,inf
83330,7.0,0.0,inf
83332,8.0,0.0,inf
83338,13.0,0.0,inf
83355,8.0,0.0,inf
83522,7.0,0.0,inf
83525,6.0,0.0,inf
83526,6.0,0.0,inf
83530,8.0,1.0,8.0
83533,6.0,0.0,inf
83536,8.0,0.0,inf
83539,7.0,0.0,inf
83542,6.0,0.0,inf
83549,7.0,0.0,inf
83552,7.0,0.0,inf
83554,7.0,0.0,inf
83431,6.0,0.0,inf
83434,7.0,0.0,inf
83444,7.0,0.0,inf
83450,7.0,0.0,inf
83325,6.0,0.0,inf
83335,7.0,0.0,inf
83347,6.0,0.0,inf
83810,8.0,0.0,inf
83842,6.0,0.0,inf
83858,14.0,0.0,inf
83535,8.0,0.0,inf
83806,6.0,0.0,inf
83823,7.0,0.0,inf
83832,7.0,0.0,inf
83855,7.0,0.0,inf
83857,7.0,0.0,inf
83871,8.0,0.0,inf
83872,8.0,0.0,inf
83462,7.0,0.0,inf
83463,6.0,0.0,inf
83464,6.0,0.0,inf
83465,6.0,0.0,inf
83466,6.0,0.0,inf
83467,11.0,1.0,11.0
83468,6.0,0.0,inf
83469,6.0,0.0,inf
83523,7.0,0.0,inf
83524,6.0,0.0,inf
83543,7.0,0.0,inf
83545,6.0,0.0,inf
83548,6.0,0.0,inf
83555,7.0,0.0,inf
83324,6.0,0.0,inf
83349,6.0,0.0,inf
83336,7.0,1.0,7.0
83540,7.0,0.0,inf
83252,7.0,0.0,inf
83604,6.0,0.0,inf
83628,7.0,0.0,inf
83639,7.0,0.0,inf
83650,7.0,0.0,inf
83619,10.0,0.0,inf
83661,10.0,2.0,5.0
83212,6.0,0.0,inf
83271,6.0,0.0,inf
83802,6.0,0.0,inf
83808,6.0,0.0,inf
83812,6.0,0.0,inf
83837,7.0,0.0,inf
83839,7.0,0.0,inf
83846,7.0,0.0,inf
83849,7.0,0.0,inf
83850,7.0,0.0,inf
83867,6.0,0.0,inf
83868,6.0,1.0,6.0
83873,6.0,0.0,inf
83422,11.0,1.0,11.0
83452,7.0,0.0,inf
83455,12.0,0.0,inf
83302,6.0,0.0,inf
83321,6.0,0.0,inf
83328,8.0,0.0,inf
83334,7.0,0.0,inf
83341,13.0,0.0,inf
83611,8.0,0.0,inf
83615,9.0,1.0,9.0
83610,7.0,1.0,7.0
83645,7.0,0.0,inf
83672,10.0,0.0,inf
62305,32.0,0.0,inf
62311,6.0,0.0,inf
62312,7.0,0.0,inf
62314,6.0,0.0,inf
62316,6.0,0.0,inf
62320,6.0,0.0,inf
62324,7.0,0.0,inf
62325,5.0,0.0,inf
62338,7.0,0.0,inf
62339,7.0,0.0,inf
62343,7.0,0.0,inf
62346,6.0,0.0,inf
62347,6.0,0.0,inf
62348,6.0,0.0,inf
62349,7.0,0.0,inf
62351,7.0,0.0,inf
62359,6.0,0.0,inf
62360,6.0,0.0,inf
62365,6.0,0.0,inf
62373,7.0,0.0,inf
62376,6.0,0.0,inf
62379,7.0,0.0,inf
62380,6.0,0.0,inf
62952,9.0,0.0,inf
62957,6.0,0.0,inf
62969,6.0,0.0,inf
62988,7.0,0.0,inf
62990,6.0,0.0,inf
62992,7.0,0.0,inf
62017,7.0,0.0,inf
62019,6.0,0.0,inf
62074,7.0,0.0,inf
62086,6.0,0.0,inf
62231,12.0,0.0,inf
62246,14.0,1.0,14.0
62249,28.0,0.0,inf
62253,6.0,0.0,inf
62262,9.0,0.0,inf
62275,8.0,0.0,inf
62284,6.0,0.0,inf
60135,12.0,0.0,inf
60145,11.0,0.0,inf
60146,8.0,0.0,inf
60152,31.0,0.0,inf
61011,15.0,0.0,inf
61012,7.0,0.0,inf
61038,9.0,0.0,inf
61065,15.0,0.0,inf
61080,18.0,0.0,inf
61114,36.0,1.0,36.0
62353,9.0,0.0,inf
62375,7.0,0.0,inf
62378,6.0,0.0,inf
61283,7.0,0.0,inf
61312,7.0,0.0,inf
61314,7.0,0.0,inf
61315,6.0,0.0,inf
61317,7.0,0.0,inf
61320,7.0,0.0,inf
61322,7.0,0.0,inf
61323,6.0,0.0,inf
61329,7.0,0.0,inf
61330,8.0,0.0,inf
61337,6.0,0.0,inf
61338,6.0,0.0,inf
61342,10.0,0.0,inf
61344,7.0,0.0,inf
61345,6.0,0.0,inf
61346,6.0,0.0,inf
61349,6.0,0.0,inf
61354,17.0,4.0,4.25
61356,16.0,1.0,16.0
61359,6.0,0.0,inf
61361,7.0,0.0,inf
61362,14.0,0.0,inf
61368,7.0,0.0,inf
61374,6.0,0.0,inf
61376,8.0,0.0,inf
61379,7.0,0.0,inf
61421,7.0,0.0,inf
61560,6.0,0.0,inf
62006,6.0,0.0,inf
62013,6.0,0.0,inf
62036,8.0,0.0,inf
62045,6.0,0.0,inf
62047,7.0,0.0,inf
62053,6.0,0.0,inf
62355,7.0,0.0,inf
61014,7.0,0.0,inf
61028,8.0,1.0,8.0
61046,8.0,0.0,inf
61051,7.0,0.0,inf
61053,9.0,0.0,inf
61062,9.0,0.0,inf
61064,9.0,0.0,inf
61074,10.0,1.0,10.0
61078,7.0,0.0,inf
61252,10.0,0.0,inf
61285,7.0,1.0,7.0
62611,7.0,0.0,inf
62612,7.0,0.0,inf
62618,9.0,0.0,inf
62627,8.0,0.0,inf
62665,6.0,0.0,inf
62673,6.0,0.0,inf
62675,13.0,0.0,inf
62691,8.0,0.0,inf
60936,10.0,0.0,inf
60949,7.0,0.0,inf
60957,11.0,0.0,inf
60960,8.0,0.0,inf
61802,44.0,0.0,inf
61810,6.0,0.0,inf
61815,6.0,0.0,inf
61816,6.0,0.0,inf
61840,8.0,0.0,inf
61843,7.0,0.0,inf
61847,7.0,0.0,inf
61849,8.0,0.0,inf
61851,6.0,0.0,inf
61852,6.0,0.0,inf
61853,29.0,0.0,inf
61854,7.0,0.0,inf
61859,8.0,0.0,inf
61862,7.0,0.0,inf
61863,6.0,0.0,inf
61864,8.0,0.0,inf
61866,13.0,0.0,inf
61871,6.0,0.0,inf
61872,6.0,0.0,inf
61873,9.0,0.0,inf
61874,28.0,2.0,14.0
61875,9.0,0.0,inf
61877,7.0,0.0,inf
61878,7.0,0.0,inf
61880,9.0,0.0,inf
61884,8.0,0.0,inf
61953,11.0,0.0,inf
61956,8.0,0.0,inf
62075,7.0,0.0,inf
62083,5.0,0.0,inf
62510,7.0,0.0,inf
62513,7.0,0.0,inf
62517,6.0,0.0,inf
62531,7.0,0.0,inf
62538,6.0,0.0,inf
62540,6.0,0.0,inf
62545,7.0,0.0,inf
62546,7.0,0.0,inf
62547,6.0,0.0,inf
62550,9.0,0.0,inf
62555,6.0,0.0,inf
