ZIP,NUM_OF_EVS,NUM_OF_CHARGERS,EV_CHARGER_RATIO
62556,6.0,0.0,inf
62557,9.0,0.0,inf
62558,11.0,1.0,11.0
62563,17.0,0.0,inf
62567,8.0,0.0,inf
62568,12.0,0.0,inf
62570,6.0,0.0,inf
61933,7.0,0.0,inf
62413,7.0,0.0,inf
62420,8.0,0.0,inf
62423,6.0,0.0,inf
62441,14.0,0.0,inf
62442,10.0,0.0,inf
62449,8.0,0.0,inf
62474,6.0,0.0,inf
62477,7.0,0.0,inf
62478,7.0,0.0,inf
62426,6.0,0.0,inf
62434,7.0,0.0,inf
62443,7.0,0.0,inf
62448,11.0,0.0,inf
62824,6.0,0.0,inf
62838,7.0,0.0,inf
62839,9.0,0.0,inf
62858,8.0,0.0,inf
62868,7.0,0.0,inf
62899,6.0,0.0,inf
62215,7.0,0.0,inf
62216,8.0,0.0,inf
62218,7.0,0.0,inf
62219,6.0,0.0,inf
62230,13.0,0.0,inf
62245,7.0,0.0,inf
62250,6.0,0.0,inf
62258,17.0,0.0,inf
62265,9.0,0.0,inf
62266,6.0,0.0,inf
62293,13.0,0.0,inf
62875,7.0,0.0,inf
62882,7.0,0.0,inf
61910,8.0,1.0,8.0
61911,10.0,0.0,inf
61912,8.0,0.0,inf
61928,7.0,0.0,inf
61930,6.0,0.0,inf
61931,6.0,0.0,inf
61943,9.0,0.0,inf
61951,10.0,0.0,inf
62440,7.0,0.0,inf
62469,7.0,0.0,inf
60022,109.0,0.0,inf
60026,139.0,0.0,inf
60029,11.0,0.0,inf
60043,37.0,0.0,inf
60070,80.0,0.0,inf
60093,223.0,5.0,44.6
60104,15.0,1.0,15.0
60118,71.0,2.0,35.5
60130,27.0,1.0,27.0
60131,24.0,1.0,24.0
60154,39.0,1.0,39.0
60155,13.0,0.0,inf
60162,13.0,0.0,inf
60163,16.0,0.0,inf
60164,16.0,0.0,inf
60165,9.0,0.0,inf
60171,9.0,2.0,4.5
60176,21.0,6.0,3.5
60192,124.0,0.0,inf
60194,44.0,4.0,11.0
60195,33.0,0.0,inf
60203,35.0,0.0,inf
60301,14.0,8.0,1.75
60304,103.0,1.0,103.0
60305,123.0,1.0,123.0
60415,0.0,3.0,0.0
60417,39.0,2.0,19.5
60425,11.0,0.0,inf
60428,8.0,1.0,8.0
60429,19.0,2.0,9.5
60443,37.0,2.0,18.5
60449,26.0,0.0,inf
60455,24.0,1.0,24.0
60456,9.0,0.0,inf
60457,22.0,0.0,inf
60458,21.0,0.0,inf
60461,32.0,0.0,inf
60463,55.0,0.0,inf
60464,59.0,0.0,inf
60465,37.0,1.0,37.0
60469,9.0,0.0,inf
60471,23.0,0.0,inf
60472,7.0,0.0,inf
60473,29.0,4.0,7.25
60475,12.0,0.0,inf
60476,6.0,0.0,inf
60478,25.0,1.0,25.0
60480,35.0,0.0,inf
60482,14.0,0.0,inf
60484,12.0,1.0,12.0
60501,13.0,0.0,inf
60513,25.0,0.0,inf
60523,161.0,19.0,8.473684210526315
60526,35.0,0.0,inf
60534,11.0,0.0,inf
60546,52.0,1.0,52.0
60558,107.0,1.0,107.0
60601,126.0,17.0,7.411764705882353
60602,13.0,2.0,6.5
60603,18.0,3.0,6.0
60604,14.0,1.0,14.0
60606,34.0,23.0,1.4782608695652173
60633,7.0,0.0,inf
60654,134.0,6.0,22.333333333333332
60712,123.0,1.0,123.0
60805,24.0,2.0,12.0
62421,7.0,0.0,inf
62427,7.0,0.0,inf
62433,7.0,0.0,inf
62451,7.0,0.0,inf
62454,14.0,0.0,inf
62466,8.0,0.0,inf
62428,7.0,0.0,inf
62432,6.0,0.0,inf
62436,6.0,0.0,inf
62445,6.0,1.0,6.0
62447,8.0,0.0,inf
62462,6.0,0.0,inf
62467,10.0,0.0,inf
62468,7.0,0.0,inf
60111,10.0,0.0,inf
60112,10.0,0.0,inf
60119,45.0,0.0,inf
60129,7.0,0.0,inf
60150,9.0,0.0,inf
60151,19.0,0.0,inf
60511,9.0,0.0,inf
60518,9.0,0.0,inf
60520,10.0,0.0,inf
60530,7.0,0.0,inf
60531,9.0,0.0,inf
60548,13.0,0.0,inf
60550,7.0,0.0,inf
60552,10.0,0.0,inf
60556,8.0,0.0,inf
61052,7.0,0.0,inf
61068,12.0,2.0,6.0
61727,14.0,0.0,inf
61735,6.0,0.0,inf
61745,10.0,0.0,inf
61749,6.0,0.0,inf
61750,6.0,0.0,inf
61752,9.0,0.0,inf
61754,7.0,0.0,inf
61756,7.0,0.0,inf
61777,7.0,0.0,inf
61778,6.0,0.0,inf
61839,6.0,0.0,inf
61842,8.0,0.0,inf
61882,7.0,0.0,inf
61913,7.0,0.0,inf
61917,6.0,0.0,inf
61919,7.0,0.0,inf
61942,6.0,0.0,inf
60106,25.0,2.0,12.5
60157,15.0,0.0,inf
60184,38.0,0.0,inf
60190,58.0,0.0,inf
60191,25.0,0.0,inf
60514,68.0,0.0,inf
60555,34.0,0.0,inf
61850,6.0,0.0,inf
61870,7.0,0.0,inf
61876,7.0,0.0,inf
61924,9.0,0.0,inf
61932,6.0,0.0,inf
61944,16.0,0.0,inf
61949,6.0,0.0,inf
61955,6.0,0.0,inf
62476,7.0,0.0,inf
62806,9.0,0.0,inf
62815,6.0,0.0,inf
62818,6.0,0.0,inf
62833,7.0,0.0,inf
62844,7.0,0.0,inf
62401,27.0,4.0,6.75
62411,9.0,0.0,inf
62414,6.0,0.0,inf
62424,8.0,0.0,inf
62444,6.0,0.0,inf
62458,7.0,0.0,inf
62461,7.0,0.0,inf
62473,7.0,0.0,inf
62479,6.0,0.0,inf
62011,6.0,0.0,inf
62080,7.0,0.0,inf
62418,7.0,0.0,inf
62431,6.0,0.0,inf
62471,9.0,0.0,inf
62854,6.0,0.0,inf
62880,7.0,0.0,inf
62885,7.0,0.0,inf
62892,6.0,0.0,inf
60917,7.0,0.0,inf
60919,7.0,0.0,inf
60929,6.0,0.0,inf
60933,6.0,0.0,inf
60946,6.0,0.0,inf
60948,8.0,0.0,inf
60952,6.0,0.0,inf
60959,7.0,0.0,inf
60962,7.0,0.0,inf
61773,7.0,0.0,inf
62812,14.0,0.0,inf
62819,6.0,0.0,inf
62822,7.0,0.0,inf
62825,6.0,0.0,inf
62836,7.0,0.0,inf
62856,6.0,0.0,inf
62860,6.0,0.0,inf
62865,7.0,0.0,inf
62874,6.0,0.0,inf
62883,7.0,0.0,inf
62884,7.0,0.0,inf
62890,7.0,0.0,inf
62891,6.0,0.0,inf
62896,11.0,0.0,inf
62897,6.0,0.0,inf
62932,7.0,0.0,inf
62983,7.0,0.0,inf
62999,6.0,0.0,inf
61415,7.0,0.0,inf
61427,8.0,0.0,inf
61431,6.0,0.0,inf
61432,7.0,0.0,inf
61441,7.0,0.0,inf
61459,7.0,0.0,inf
61474,6.0,0.0,inf
61477,7.0,0.0,inf
61482,7.0,0.0,inf
61484,6.0,0.0,inf
61501,7.0,0.0,inf
61519,6.0,0.0,inf
61520,15.0,1.0,15.0
61524,6.0,0.0,inf
61531,9.0,0.0,inf
61533,7.0,0.0,inf
61542,8.0,0.0,inf
61543,6.0,0.0,inf
61544,7.0,0.0,inf
61553,6.0,0.0,inf
61563,6.0,0.0,inf
61569,7.0,0.0,inf
62644,10.0,0.0,inf
62867,7.0,0.0,inf
62869,7.0,0.0,inf
62871,6.0,0.0,inf
62930,9.0,0.0,inf
62934,6.0,0.0,inf
62954,6.0,0.0,inf
62979,6.0,0.0,inf
62984,7.0,0.0,inf
62016,9.0,0.0,inf
62027,6.0,0.0,inf
62044,8.0,0.0,inf
62050,6.0,0.0,inf
62054,7.0,0.0,inf
62078,6.0,0.0,inf
62081,6.0,0.0,inf
62082,7.0,0.0,inf
62092,7.0,0.0,inf
60407,7.0,0.0,inf
60410,20.0,0.0,inf
60416,9.0,0.0,inf
60420,11.0,1.0,11.0
60424,7.0,0.0,inf
60437,6.0,0.0,inf
60444,9.0,0.0,inf
60447,20.0,0.0,inf
60470,7.0,0.0,inf
60474,6.0,0.0,inf
60479,8.0,0.0,inf
60481,16.0,0.0,inf
60541,13.0,0.0,inf
60961,8.0,0.0,inf
61360,11.0,0.0,inf
62810,7.0,0.0,inf
62817,6.0,0.0,inf
62828,8.0,0.0,inf
62859,7.0,0.0,inf
62935,8.0,0.0,inf
61420,7.0,0.0,inf
61450,7.0,0.0,inf
62313,7.0,0.0,inf
62321,10.0,0.0,inf
62326,8.0,0.0,inf
62330,10.0,0.0,inf
62334,6.0,0.0,inf
62336,6.0,0.0,inf
62341,9.0,0.0,inf
62354,8.0,0.0,inf
62358,7.0,0.0,inf
62367,6.0,0.0,inf
62374,6.0,0.0,inf
62919,6.0,0.0,inf
62931,8.0,0.0,inf
62982,7.0,0.0,inf
61418,6.0,0.0,inf
61425,6.0,0.0,inf
61437,7.0,0.0,inf
61454,7.0,0.0,inf
61460,6.0,0.0,inf
61469,6.0,0.0,inf
61471,6.0,0.0,inf
61480,6.0,0.0,inf
61234,8.0,0.0,inf
61235,7.0,0.0,inf
61238,8.0,0.0,inf
61240,15.0,0.0,inf
61241,9.0,0.0,inf
61250,9.0,0.0,inf
61254,18.0,1.0,18.0
61258,6.0,0.0,inf
61262,8.0,0.0,inf
61273,9.0,0.0,inf
61274,6.0,0.0,inf
61277,8.0,0.0,inf
61413,7.0,0.0,inf
61414,6.0,0.0,inf
61419,6.0,0.0,inf
61434,8.0,0.0,inf
61443,13.0,1.0,13.0
61465,7.0,0.0,inf
61468,6.0,0.0,inf
61490,7.0,0.0,inf
60911,8.0,0.0,inf
60912,7.0,0.0,inf
60918,6.0,0.0,inf
60922,7.0,0.0,inf
60924,9.0,0.0,inf
60926,6.0,0.0,inf
60927,8.0,0.0,inf
60928,6.0,0.0,inf
60930,6.0,0.0,inf
60931,6.0,0.0,inf
60938,7.0,1.0,7.0
60942,9.0,0.0,inf
60945,6.0,0.0,inf
60951,6.0,0.0,inf
60953,8.0,0.0,inf
60955,7.0,0.0,inf
60964,10.0,0.0,inf
60966,6.0,0.0,inf
60968,7.0,0.0,inf
60970,10.0,0.0,inf
60973,6.0,0.0,inf
60974,6.0,0.0,inf
62280,7.0,0.0,inf
62832,11.0,0.0,inf
62902,19.0,0.0,inf
62903,11.0,0.0,inf
62905,7.0,0.0,inf
62907,7.0,0.0,inf
62916,6.0,0.0,inf
62918,15.0,0.0,inf
62920,10.0,0.0,inf
62924,7.0,0.0,inf
62927,6.0,0.0,inf
62942,6.0,0.0,inf
62950,6.0,0.0,inf
62958,12.0,2.0,6.0
62966,17.0,0.0,inf
62975,6.0,0.0,inf
62994,6.0,0.0,inf
62425,6.0,0.0,inf
62459,6.0,0.0,inf
62475,6.0,0.0,inf
62480,6.0,0.0,inf
62808,7.0,0.0,inf
62814,7.0,0.0,inf
62816,7.0,0.0,inf
62830,7.0,0.0,inf
62846,6.0,0.0,inf
62851,6.0,0.0,inf
62853,6.0,0.0,inf
62872,7.0,0.0,inf
62877,6.0,0.0,inf
62889,7.0,0.0,inf
62893,7.0,0.0,inf
62894,7.0,0.0,inf
62898,8.0,0.0,inf
62012,12.0,0.0,inf
62022,6.0,0.0,inf
62031,7.0,0.0,inf
62035,23.0,2.0,11.5
62037,7.0,0.0,inf
62052,14.0,1.0,14.0
62063,7.0,0.0,inf
62079,6.0,0.0,inf
61001,7.0,0.0,inf
61025,12.0,1.0,12.0
61036,17.0,9.0,1.8888888888888888
61041,7.0,0.0,inf
61044,7.0,0.0,inf
61048,9.0,1.0,9.0
61059,6.0,0.0,inf
61075,7.0,0.0,inf
61085,9.0,0.0,inf
61087,7.0,0.0,inf
61089,8.0,0.0,inf
62908,7.0,0.0,inf
62912,7.0,0.0,inf
62922,8.0,0.0,inf
62923,7.0,0.0,inf
62926,7.0,0.0,inf
62939,9.0,0.0,inf
62943,6.0,0.0,inf
62967,6.0,0.0,inf
62972,6.0,0.0,inf
62985,8.0,0.0,inf
62995,9.0,0.0,inf
60109,7.0,0.0,inf
60124,102.0,0.0,inf
60136,30.0,0.0,inf
60144,7.0,0.0,inf
60503,29.0,0.0,inf
60542,46.0,6.0,7.666666666666667
60554,53.0,0.0,inf
60401,21.0,0.0,inf
60468,13.0,0.0,inf
60910,6.0,0.0,inf
60913,7.0,0.0,inf
60915,11.0,2.0,5.5
60935,7.0,0.0,inf
60940,11.0,0.0,inf
60941,8.0,0.0,inf
60950,25.0,0.0,inf
60954,9.0,0.0,inf
60958,8.0,0.0,inf
60969,6.0,0.0,inf
60512,11.0,0.0,inf
60536,6.0,0.0,inf
60537,7.0,0.0,inf
60545,16.0,0.0,inf
60585,119.0,0.0,inf
61410,7.0,0.0,inf
61412,7.0,0.0,inf
61423,6.0,0.0,inf
61428,9.0,0.0,inf
61430,7.0,0.0,inf
61436,7.0,0.0,inf
61439,6.0,0.0,inf
61448,8.0,0.0,inf
61449,6.0,0.0,inf
61458,7.0,0.0,inf
61467,7.0,0.0,inf
61472,6.0,0.0,inf
61485,7.0,0.0,inf
61488,7.0,0.0,inf
61489,6.0,0.0,inf
61529,8.0,0.0,inf
61572,7.0,0.0,inf
60020,18.0,1.0,18.0
60021,25.0,0.0,inf
60040,25.0,0.0,inf
60042,17.0,0.0,inf
60044,86.0,0.0,inf
60064,15.0,1.0,15.0
60069,93.0,3.0,31.0
60083,48.0,1.0,48.0
60084,48.0,0.0,inf
60088,3.0,5.0,0.6
60096,23.0,0.0,inf
60549,6.0,0.0,inf
60551,13.0,0.0,inf
61301,14.0,1.0,14.0
61311,7.0,0.0,inf
61316,6.0,0.0,inf
61321,6.0,0.0,inf
61325,8.0,0.0,inf
61332,6.0,0.0,inf
61333,6.0,0.0,inf
61334,6.0,0.0,inf
61341,13.0,0.0,inf
61348,9.0,0.0,inf
61358,7.0,0.0,inf
61370,7.0,0.0,inf
61372,6.0,0.0,inf
61373,8.0,0.0,inf
61377,7.0,0.0,inf
62410,6.0,0.0,inf
62417,7.0,0.0,inf
62439,8.0,0.0,inf
62460,6.0,0.0,inf
60553,7.0,0.0,inf
61006,6.0,0.0,inf
61031,9.0,0.0,inf
61042,6.0,0.0,inf
61057,6.0,0.0,inf
61071,13.0,0.0,inf
61243,6.0,0.0,inf
61310,9.0,0.0,inf
61318,7.0,0.0,inf
61353,7.0,0.0,inf
61367,7.0,0.0,inf
61378,7.0,0.0,inf
60460,7.0,0.0,inf
60920,6.0,0.0,inf
60921,10.0,0.0,inf
60934,6.0,0.0,inf
61313,6.0,0.0,inf
61319,6.0,0.0,inf
61726,8.0,0.0,inf
61731,6.0,0.0,inf
61739,10.0,0.0,inf
61740,7.0,0.0,inf
61741,6.0,0.0,inf
61743,6.0,0.0,inf
61744,8.0,0.0,inf
61764,20.0,1.0,20.0
61769,7.0,0.0,inf
61775,6.0,0.0,inf
61721,7.0,0.0,inf
61723,7.0,1.0,7.0
61751,6.0,0.0,inf
62512,7.0,0.0,inf
62518,7.0,0.0,inf
62519,6.0,0.0,inf
62543,6.0,0.0,inf
62548,7.0,0.0,inf
62613,10.0,0.0,inf
62634,7.0,0.0,inf
62635,6.0,0.0,inf
62643,7.0,0.0,inf
62666,8.0,0.0,inf
62671,6.0,0.0,inf
62682,7.0,0.0,inf
62693,9.0,0.0,inf
61411,7.0,0.0,inf
61416,6.0,0.0,inf
61422,7.0,0.0,inf
61438,7.0,0.0,inf
61440,7.0,0.0,inf
61452,6.0,0.0,inf
61455,29.0,2.0,14.5
61470,6.0,0.0,inf
61475,6.0,0.0,inf
60012,73.0,3.0,24.333333333333332
60034,9.0,0.0,inf
60071,14.0,0.0,inf
60072,9.0,0.0,inf
60097,15.0,0.0,inf
60180,15.0,0.0,inf
61720,6.0,0.0,inf
61722,7.0,0.0,inf
61724,6.0,0.0,inf
61725,9.0,0.0,inf
61728,7.0,0.0,inf
61729,7.0,0.0,inf
61730,7.0,0.0,inf
61732,9.0,0.0,inf
61736,9.0,0.0,inf
61737,7.0,0.0,inf
61738,11.0,0.0,inf
61748,14.0,0.0,inf
61753,12.0,0.0,inf
61755,12.0,0.0,inf
61770,7.0,0.0,inf
61772,7.0,0.0,inf
61774,7.0,0.0,inf
61776,7.0,0.0,inf
61818,7.0,0.0,inf
61830,6.0,0.0,inf
61914,7.0,0.0,inf
61925,7.0,0.0,inf
61937,7.0,0.0,inf
62501,9.0,0.0,inf
62514,6.0,0.0,inf
62522,16.0,0.0,inf
62532,6.0,0.0,inf
62535,19.0,0.0,inf
62537,6.0,0.0,inf
62539,7.0,0.0,inf
62544,7.0,0.0,inf
62549,11.0,0.0,inf
62551,6.0,0.0,inf
62554,7.0,0.0,inf
62573,7.0,0.0,inf
62009,7.0,0.0,inf
62014,9.0,0.0,inf
62021,9.0,0.0,inf
62023,6.0,0.0,inf
62033,9.0,0.0,inf
62056,15.0,0.0,inf
62069,8.0,0.0,inf
62085,6.0,0.0,inf
62088,9.0,0.0,inf
62091,7.0,0.0,inf
62093,6.0,0.0,inf
62560,6.0,0.0,inf
62572,6.0,0.0,inf
62626,11.0,0.0,inf
62630,6.0,0.0,inf
62638,7.0,0.0,inf
62640,9.0,0.0,inf
62649,6.0,0.0,inf
62667,7.0,0.0,inf
62672,7.0,0.0,inf
62674,8.0,0.0,inf
62685,8.0,0.0,inf
62690,8.0,0.0,inf
62001,7.0,0.0,inf
62010,16.0,0.0,inf
62018,7.0,0.0,inf
62024,12.0,0.0,inf
62034,27.0,0.0,inf
62046,6.0,0.0,inf
62048,6.0,0.0,inf
62058,6.0,0.0,inf
62060,7.0,0.0,inf
62061,8.0,0.0,inf
62062,23.0,4.0,5.75
62067,10.0,0.0,inf
62084,7.0,0.0,inf
62087,7.0,0.0,inf
62090,7.0,0.0,inf
62095,9.0,1.0,9.0
62097,11.0,0.0,inf
62201,8.0,0.0,inf
62254,13.0,0.0,inf
62273,6.0,0.0,inf
62281,8.0,0.0,inf
62294,25.0,2.0,12.5
62807,6.0,0.0,inf
62849,6.0,0.0,inf
62870,7.0,0.0,inf
62881,12.0,1.0,12.0
61336,7.0,0.0,inf
61369,7.0,0.0,inf
61375,7.0,0.0,inf
61424,6.0,0.0,inf
61479,7.0,0.0,inf
61523,14.0,0.0,inf
61526,7.0,0.0,inf
61537,8.0,0.0,inf
61540,8.0,0.0,inf
61541,6.0,0.0,inf
61565,7.0,0.0,inf
61570,7.0,0.0,inf
61760,7.0,0.0,inf
61532,7.0,0.0,inf
61534,7.0,0.0,inf
61546,10.0,0.0,inf
61567,6.0,0.0,inf
62617,7.0,0.0,inf
62633,6.0,0.0,inf
62655,6.0,0.0,inf
62664,6.0,0.0,inf
62910,7.0,0.0,inf
62938,7.0,0.0,inf
62941,6.0,0.0,inf
62953,6.0,0.0,inf
62956,7.0,0.0,inf
62960,11.0,0.0,inf
62625,9.0,0.0,inf
62642,7.0,0.0,inf
62688,6.0,0.0,inf
61231,8.0,0.0,inf
61259,10.0,0.0,inf
61260,6.0,0.0,inf
61263,6.0,0.0,inf
61264,14.0,0.0,inf
61272,7.0,0.0,inf
61276,7.0,0.0,inf
61279,6.0,0.0,inf
61281,10.0,0.0,inf
61442,6.0,0.0,inf
61466,7.0,0.0,inf
61476,6.0,0.0,inf
61486,7.0,0.0,inf
62236,36.0,0.0,inf
62240,6.0,0.0,inf
62244,8.0,0.0,inf
62248,6.0,0.0,inf
62264,7.0,0.0,inf
62277,6.0,0.0,inf
62278,11.0,0.0,inf
62295,8.0,0.0,inf
62298,31.0,0.0,inf
62015,7.0,0.0,inf
62032,6.0,0.0,inf
62049,9.0,0.0,inf
62051,7.0,0.0,inf
62076,6.0,0.0,inf
62077,6.0,0.0,inf
62089,6.0,0.0,inf
62094,7.0,0.0,inf
62533,7.0,0.0,inf
62553,6.0,0.0,inf
62601,7.0,0.0,inf
62621,7.0,0.0,inf
62628,6.0,0.0,inf
62631,6.0,0.0,inf
62668,6.0,0.0,inf
62670,9.0,0.0,inf
62677,9.0,0.0,inf
62692,7.0,0.0,inf
62694,8.0,0.0,inf
62695,6.0,0.0,inf
61929,7.0,0.0,inf
61957,8.0,0.0,inf
60113,6.0,0.0,inf
61007,8.0,0.0,inf
61010,13.0,0.0,inf
61015,9.0,0.0,inf
61020,8.0,0.0,inf
61030,8.0,0.0,inf
61039,6.0,0.0,inf
61043,6.0,0.0,inf
61047,8.0,0.0,inf
61049,7.0,0.0,inf
61054,8.0,0.0,inf
61061,11.0,0.0,inf
61084,10.0,0.0,inf
61091,6.0,0.0,inf
61102,15.0,0.0,inf
61451,7.0,0.0,inf
61517,12.0,0.0,inf
61525,50.0,0.0,inf
61528,16.0,0.0,inf
61536,10.0,0.0,inf
61539,6.0,0.0,inf
61547,10.0,0.0,inf
61552,6.0,0.0,inf
61559,10.0,0.0,inf
61602,9.0,3.0,3.0
61603,11.0,0.0,inf
61605,10.0,0.0,inf
61606,12.0,1.0,12.0
61607,15.0,1.0,15.0
61616,14.0,0.0,inf
62237,7.0,0.0,inf
62238,6.0,0.0,inf
62263,9.0,0.0,inf
62268,7.0,0.0,inf
62272,6.0,0.0,inf
62274,8.0,0.0,inf
62831,6.0,0.0,inf
62888,8.0,0.0,inf
62997,6.0,0.0,inf
61813,8.0,0.0,inf
61855,6.0,0.0,inf
61856,20.0,1.0,20.0
61936,6.0,0.0,inf
62323,6.0,0.0,inf
62340,7.0,0.0,inf
62345,6.0,0.0,inf
62352,6.0,0.0,inf
62356,6.0,0.0,inf
62357,6.0,0.0,inf
62361,6.0,0.0,inf
62362,6.0,0.0,inf
62363,10.0,1.0,10.0
62366,7.0,0.0,inf
62370,6.0,0.0,inf
62928,6.0,0.0,inf
62947,6.0,1.0,6.0
62987,6.0,0.0,inf
62963,6.0,0.0,inf
62964,6.0,0.0,inf
62970,6.0,0.0,inf
62976,6.0,0.0,inf
62996,6.0,0.0,inf
61326,7.0,0.0,inf
61327,7.0,0.0,inf
61335,7.0,0.0,inf
61340,6.0,0.0,inf
61363,6.0,0.0,inf
62217,6.0,0.0,inf
62233,10.0,0.0,inf
62241,6.0,0.0,inf
62242,7.0,0.0,inf
62257,7.0,0.0,inf
62286,9.0,0.0,inf
62288,7.0,0.0,inf
62292,6.0,0.0,inf
62297,7.0,0.0,inf
62419,6.0,0.0,inf
62450,15.0,0.0,inf
62452,6.0,0.0,inf
61232,7.0,0.0,inf
61236,6.0,0.0,inf
61239,6.0,0.0,inf
61242,7.0,0.0,inf
61256,9.0,0.0,inf
61257,7.0,0.0,inf
61275,12.0,0.0,inf
61278,7.0,0.0,inf
61282,11.0,2.0,5.5
61284,10.0,0.0,inf
62203,11.0,0.0,inf
62204,7.0,0.0,inf
62205,12.0,0.0,inf
62206,10.0,0.0,inf
62207,8.0,0.0,inf
62208,35.0,0.0,inf
62220,19.0,0.0,inf
62223,34.0,0.0,inf
62225,7.0,0.0,inf
62232,14.0,0.0,inf
62239,7.0,0.0,inf
62243,15.0,0.0,inf
62255,7.0,0.0,inf
62260,19.0,0.0,inf
62282,7.0,0.0,inf
62285,15.0,0.0,inf
62289,6.0,0.0,inf
62917,6.0,0.0,inf
62946,14.0,0.0,inf
62977,7.0,0.0,inf
62515,7.0,0.0,inf
62520,9.0,0.0,inf
62530,7.0,0.0,inf
62536,8.0,0.0,inf
62561,11.0,0.0,inf
62615,7.0,0.0,inf
62629,26.0,0.0,inf
62661,7.0,0.0,inf
62684,13.0,0.0,inf
62689,7.0,0.0,inf
62701,8.0,1.0,8.0
62707,17.0,0.0,inf
62711,86.0,3.0,28.666666666666668
62712,46.0,0.0,inf
62319,6.0,0.0,inf
62344,6.0,0.0,inf
62624,7.0,0.0,inf
62639,6.0,0.0,inf
62681,11.0,0.0,inf
62610,6.0,0.0,inf
62663,6.0,0.0,inf
62422,6.0,0.0,inf
62438,6.0,0.0,inf
62463,7.0,0.0,inf
62465,7.0,0.0,inf
62534,7.0,0.0,inf
62565,9.0,0.0,inf
62571,7.0,0.0,inf
61426,6.0,0.0,inf
61483,7.0,0.0,inf
61491,6.0,0.0,inf
61013,6.0,0.0,inf
61018,7.0,0.0,inf
61019,12.0,0.0,inf
61050,7.0,0.0,inf
61060,8.0,0.0,inf
61063,12.0,0.0,inf
61067,7.0,0.0,inf
61070,8.0,0.0,inf
61530,10.0,0.0,inf
61535,11.0,0.0,inf
61550,44.0,0.0,inf
61564,6.0,0.0,inf
61568,10.0,0.0,inf
61610,7.0,0.0,inf
61733,7.0,0.0,inf
61734,9.0,0.0,inf
61742,8.0,0.0,inf
61747,7.0,0.0,inf
61759,8.0,0.0,inf
62906,11.0,0.0,inf
62998,7.0,0.0,inf
60932,6.0,0.0,inf
60963,7.0,0.0,inf
61811,6.0,0.0,inf
61812,6.0,0.0,inf
61814,7.0,0.0,inf
61817,8.0,0.0,inf
61831,7.0,0.0,inf
61833,7.0,0.0,inf
61834,8.0,1.0,8.0
61841,7.0,0.0,inf
61844,6.0,0.0,inf
61846,7.0,0.0,inf
61848,6.0,0.0,inf
61857,6.0,0.0,inf
61858,9.0,0.0,inf
61865,7.0,0.0,inf
61883,7.0,0.0,inf
62811,6.0,0.0,inf
62852,6.0,0.0,inf
62863,12.0,0.0,inf
61417,7.0,0.0,inf
61435,6.0,0.0,inf
61447,7.0,0.0,inf
61453,7.0,0.0,inf
61462,15.0,1.0,15.0
61473,7.0,0.0,inf
61478,7.0,0.0,inf
62214,7.0,0.0,inf
62271,8.0,0.0,inf
62803,7.0,0.0,inf
62848,6.0,0.0,inf
62876,6.0,0.0,inf
62446,6.0,0.0,inf
62809,6.0,0.0,inf
62823,7.0,0.0,inf
62837,11.0,0.0,inf
62842,7.0,0.0,inf
62843,6.0,0.0,inf
62850,6.0,0.0,inf
62878,6.0,0.0,inf
62886,6.0,0.0,inf
62895,6.0,0.0,inf
62820,6.0,0.0,inf
62821,11.0,0.0,inf
62827,6.0,0.0,inf
62835,6.0,0.0,inf
62862,6.0,0.0,inf
62887,7.0,0.0,inf
61037,6.0,0.0,inf
61230,7.0,0.0,inf
61251,6.0,0.0,inf
61261,7.0,0.0,inf
61270,11.0,1.0,11.0
60403,17.0,0.0,inf
60404,53.0,2.0,26.5
60408,6.0,0.0,inf
60421,10.0,0.0,inf
60432,7.0,1.0,7.0
60433,9.0,5.0,1.8
60436,9.0,0.0,inf
60442,26.0,0.0,inf
60490,98.0,1.0,98.0
62841,6.0,0.0,inf
62915,5.0,0.0,inf
62921,6.0,0.0,inf
62933,7.0,0.0,inf
62948,13.0,0.0,inf
62949,6.0,0.0,inf
62951,8.0,0.0,inf
62974,7.0,0.0,inf
61024,12.0,0.0,inf
61079,6.0,0.0,inf
61088,12.0,0.0,inf
61101,14.0,0.0,inf
61516,7.0,0.0,inf
61545,6.0,0.0,inf
61548,33.0,0.0,inf
61561,10.0,0.0,inf
61771,7.0,0.0,inf
46711,9.0,1.0,9.0
46714,13.0,1.0,13.0
46731,6.0,0.0,inf
46733,15.0,0.0,inf
46740,8.0,0.0,inf
46745,8.0,0.0,inf
46772,7.0,0.0,inf
46773,7.0,0.0,inf
46777,9.0,0.0,inf
47326,6.0,0.0,inf
46706,19.0,0.0,inf
46723,11.0,0.0,inf
46741,9.0,0.0,inf
46743,6.0,0.0,inf
46748,16.0,0.0,inf
46765,11.0,0.0,inf
46774,13.0,0.0,inf
46783,15.0,2.0,7.5
46788,9.0,0.0,inf
46797,7.0,0.0,inf
46798,8.0,0.0,inf
46799,6.0,0.0,inf
46802,12.0,1.0,12.0
46803,13.0,1.0,13.0
46807,23.0,0.0,inf
46809,8.0,0.0,inf
46816,55.0,0.0,inf
46819,10.0,0.0,inf
46124,10.0,2.0,5.0
47226,6.0,0.0,inf
47232,7.0,0.0,inf
47234,8.0,0.0,inf
47244,7.0,0.0,inf
47246,8.0,0.0,inf
47247,6.0,0.0,inf
47273,7.0,0.0,inf
47280,6.0,0.0,inf
